event_id,user_id,ad_id,campaign_id,event_type,event_timestamp,revenue_usd
041f6304-1c34-4676-bc99-36c6cabef54c,user_12,ad_144,camp_11,impression,2026-01-02,0.0
af2e4703-0555-40f7-9721-b2a284c7e50e,user_12,ad_9,camp_11,impression,2026-01-03,0.0
2a46cf05-2c2b-4c50-9287-53b4ab15b30e,user_12,ad_116,camp_3,conversion,2026-01-03,30.38
8ab72c50-e476-43cb-aae2-ae1840031898,user_13,ad_142,camp_5,impression,2026-01-01,0.0
c373d7e2-4782-4d73-8874-c1cec7f02650,user_13,ad_21,camp_16,impression,2026-01-02,0.0
ba5b9aa4-d8bd-4ac9-8b02-9f49281a4cbb,user_15,ad_112,camp_6,impression,2026-01-01,0.0
c919b952-d861-4256-b253-976b4f36e3cf,user_15,ad_28,camp_19,impression,2026-01-02,0.0
fe59cf52-6341-4f0c-b64a-4dead8e58579,user_17,ad_187,camp_6,impression,2026-01-01,0.0
3a5814e4-c66a-4d7a-9e14-7ad96347a3a8,user_18,ad_35,camp_5,impression,2026-01-01,0.0
46243fe2-3408-49f5-8bfc-a7da104b07d6,user_19,ad_126,camp_2,impression,2026-01-01,0.0
39780660-84df-451e-b52f-48dbc95f0185,user_21,ad_31,camp_10,impression,2026-01-01,0.0
28b72a7e-bf67-4f7f-9958-063054943e53,user_21,ad_38,camp_3,impression,2026-01-02,0.0
a0dc3c13-2b2c-49dd-8ec9-ce038f8b69d5,user_21,ad_195,camp_15,impression,2026-01-03,0.0
c61fb5bc-f0d3-4ddf-9267-3846487b9e57,user_21,ad_125,camp_8,impression,2026-01-04,0.0
38a475a9-3f26-41f4-b8db-ec15bc939c45,user_21,ad_18,camp_16,click,2026-01-04,0.0
71955b06-65ed-43cf-8d5c-5e43c8ea582e,user_21,ad_54,camp_6,impression,2026-01-05,0.0
b3181fdc-d028-40e4-9a8b-6779a5225773,user_21,ad_58,camp_4,impression,2026-01-06,0.0
2032f071-a417-41d2-9aee-dc15607c5132,user_21,ad_24,camp_16,impression,2026-01-07,0.0
796106cf-33c0-4531-a37f-c6d043db4a4a,user_21,ad_5,camp_1,impression,2026-01-08,0.0
98074e9a-e1be-4758-a86f-885ff1dba044,user_22,ad_77,camp_3,impression,2026-01-01,0.0
1975a394-a4cf-41eb-b611-429ef6cd5b12,user_22,ad_187,camp_10,impression,2026-01-02,0.0
fdf95438-d942-42d8-ab23-b36cec4c8c6f,user_22,ad_16,camp_16,conversion,2026-01-02,36.73
fd5e0966-83f0-4fa7-8c4a-a58a456d63e9,user_22,ad_84,camp_3,impression,2026-01-03,0.0
d8bc6742-bdbc-40d6-9fb1-1083074aed92,user_22,ad_143,camp_13,impression,2026-01-04,0.0
a3bd7567-c994-4778-8e41-ceb722b0a37c,user_22,ad_106,camp_11,impression,2026-01-05,0.0
5ebb4bd7-8161-4fbf-add6-00fcb9820bd2,user_25,ad_16,camp_18,impression,2026-01-01,0.0
666be459-c2b0-4fa2-bcaa-3f5a534e4f55,user_25,ad_164,camp_11,click,2026-01-01,0.0
f588b44f-f1f5-413d-90fe-de7763a63146,user_26,ad_83,camp_16,impression,2026-01-01,0.0
142db226-678b-4d57-b3dd-87750c774379,user_27,ad_107,camp_16,impression,2026-01-01,0.0
0d293285-0436-43be-b053-7d07678f442a,user_27,ad_75,camp_2,click,2026-01-01,0.0
93c6e7b8-9ef9-4d5c-af93-dd5c61a201cb,user_27,ad_7,camp_15,impression,2026-01-02,0.0
438917cb-d144-4084-a532-1940f2901404,user_27,ad_44,camp_6,impression,2026-01-03,0.0
17b922ee-4b84-4923-a38c-33055dde47e4,user_27,ad_193,camp_3,impression,2026-01-04,0.0
e5e7a53d-4835-476e-950f-569901a5160b,user_27,ad_77,camp_20,impression,2026-01-05,0.0
2daad8ef-544b-4db3-95fa-0efe0a7c36b4,user_28,ad_7,camp_6,impression,2026-01-01,0.0
70f6594b-f6b6-4dd9-9815-cb7c615dcdab,user_28,ad_116,camp_8,impression,2026-01-02,0.0
3ab8f78a-01e1-44a0-b468-3e86ffb970ef,user_28,ad_166,camp_19,impression,2026-01-03,0.0
aa9319fb-915c-4816-a313-73624627ec0a,user_28,ad_59,camp_4,impression,2026-01-04,0.0
c4f33b50-fe94-408d-97a1-2e300be311ab,user_28,ad_43,camp_2,impression,2026-01-05,0.0
c3fa3dda-f544-4513-a768-903d003ed8fc,user_28,ad_189,camp_7,impression,2026-01-06,0.0
c1496619-596d-4467-8786-ae2a830f3d4e,user_28,ad_78,camp_12,impression,2026-01-07,0.0
017c98a3-dc6c-43a5-af97-cae6a0ab06ba,user_30,ad_102,camp_12,impression,2026-01-01,0.0
8e708bae-ce1c-4f3a-b2a2-2354b5d50461,user_36,ad_159,camp_16,impression,2026-01-01,0.0
acfbf672-ef17-4f19-8e9e-8c68fe9726d0,user_37,ad_178,camp_4,impression,2026-01-01,0.0
2961ef65-0be8-42f7-871a-3ae68d941742,user_39,ad_60,camp_11,impression,2026-01-01,0.0
2f850dae-e5ce-4e12-9bf3-ac28a95ae459,user_40,ad_141,camp_2,impression,2026-01-01,0.0
431768fd-bfd4-401a-a112-a05b5bf298b6,user_41,ad_70,camp_10,impression,2026-01-01,0.0
a2be78b6-83e7-43a1-94e6-b545e1a9e79e,user_41,ad_49,camp_10,click,2026-01-01,0.0
20f6d5d2-c6ba-4efc-a8a0-744df6059e16,user_41,ad_184,camp_9,impression,2026-01-02,0.0
e85e8e17-fc85-47de-87b7-77c6e667561e,user_44,ad_45,camp_7,impression,2026-01-01,0.0
113127b1-62af-464f-83be-da8e88c90ccb,user_46,ad_31,camp_19,impression,2026-01-01,0.0
1f16aa93-33b0-42cf-b680-cdcd269ef548,user_46,ad_33,camp_14,impression,2026-01-02,0.0
5791ed16-06c1-4424-ade8-6cc82f6f68ad,user_47,ad_11,camp_1,impression,2026-01-01,0.0
307192be-bebf-471a-aeb7-7c2f9258c52f,user_47,ad_28,camp_20,click,2026-01-01,0.0
565723f2-0353-45fa-8dda-255f75356bb7,user_47,ad_78,camp_12,impression,2026-01-02,0.0
e0df17bd-a643-4c0c-8f1d-6182f54c74ff,user_47,ad_71,camp_5,impression,2026-01-03,0.0
eeb36dcf-2135-4d4b-8838-553a0ee99ce0,user_47,ad_194,camp_15,impression,2026-01-04,0.0
abe02d8c-531a-4297-9d9c-bbb722fbe469,user_47,ad_88,camp_5,impression,2026-01-05,0.0
aac30d52-f0a0-4623-9222-c4128e8a80f4,user_47,ad_161,camp_18,impression,2026-01-06,0.0
56155485-159c-43be-889f-57235286360f,user_48,ad_191,camp_4,impression,2026-01-01,0.0
5bcc0e76-ddf9-4a84-8393-72c721147f84,user_48,ad_86,camp_14,impression,2026-01-02,0.0
771a1292-1089-4650-9787-7d58a542c689,user_48,ad_191,camp_8,impression,2026-01-03,0.0
e65cf98d-896e-4eab-9736-be6227065614,user_48,ad_187,camp_4,impression,2026-01-04,0.0
444523d0-375e-41cd-8439-8029657b67e8,user_48,ad_122,camp_15,impression,2026-01-05,0.0
0cc7e64c-675a-431f-9119-c9daa3941905,user_48,ad_51,camp_17,impression,2026-01-06,0.0
1419e9ce-037c-4ea2-83ad-4e36ba3f9831,user_52,ad_134,camp_3,impression,2026-01-01,0.0
0a222fd9-d715-4847-964f-4c4f890958a1,user_52,ad_195,camp_12,impression,2026-01-02,0.0
40c6b0e1-f550-4e58-8694-93b3eb9c9c0e,user_52,ad_59,camp_14,impression,2026-01-03,0.0
1cd19ed0-d07a-49c7-bafd-773a58208776,user_53,ad_198,camp_11,impression,2026-01-01,0.0
073da930-762e-44ae-8f09-de9986223cfb,user_53,ad_146,camp_12,impression,2026-01-02,0.0
c350862e-7b31-4d99-bc9c-447e29bec630,user_53,ad_49,camp_5,impression,2026-01-03,0.0
bcffc02b-63e3-4b73-abe1-62f9e6a91359,user_54,ad_42,camp_9,impression,2026-01-01,0.0
784b4f46-65c6-445b-bd86-3b87ec15b965,user_57,ad_5,camp_17,impression,2026-01-01,0.0
11e32997-0327-4923-a3f6-fe666570e71b,user_57,ad_98,camp_7,impression,2026-01-02,0.0
1c549aa8-4ad6-403b-b0fe-e4e32363a7c4,user_57,ad_110,camp_1,impression,2026-01-03,0.0
1254f685-6129-458a-aab1-8f7ce0469854,user_58,ad_61,camp_9,impression,2026-01-01,0.0
934dc2c3-d0bb-4ada-b2fe-0b769490d47a,user_58,ad_139,camp_12,click,2026-01-01,0.0
0b6b720e-8ef2-4849-b1e6-a94d2bff72eb,user_59,ad_151,camp_1,impression,2026-01-01,0.0
cdb78929-cee1-45a8-a804-3aa8c1d3e41e,user_61,ad_125,camp_20,impression,2026-01-01,0.0
b3beb713-65c9-44d7-88ba-0c92c705d2c5,user_62,ad_186,camp_1,impression,2026-01-01,0.0
576b055e-1a1a-4717-a01a-9b3110f9c79f,user_62,ad_61,camp_12,impression,2026-01-02,0.0
2aa1a073-3cde-4d75-8efa-95c6e2b5e92b,user_63,ad_97,camp_8,impression,2026-01-01,0.0
635ca373-448d-4398-a5f3-13d2d31c7e2e,user_63,ad_31,camp_18,impression,2026-01-02,0.0
7e8a70aa-9659-4943-8df6-a0654e040ff1,user_64,ad_4,camp_4,impression,2026-01-01,0.0
23b13fc4-7a29-45e0-a18c-35b371d49a9d,user_64,ad_188,camp_14,impression,2026-01-02,0.0
41a0ee51-2089-432b-9d45-3087a5ade4af,user_64,ad_5,camp_3,click,2026-01-02,0.0
936b6660-3010-44f8-9305-6ec46c038265,user_65,ad_163,camp_10,impression,2026-01-01,0.0
f753224c-038c-4a2b-89ae-decca12ddf64,user_66,ad_112,camp_4,impression,2026-01-01,0.0
178f3bfd-89aa-45f9-a857-3092120cb6e6,user_66,ad_108,camp_13,impression,2026-01-02,0.0
ad59d21a-e013-41b8-8f78-ff1cea1a7922,user_66,ad_92,camp_3,impression,2026-01-03,0.0
c2d51d66-a38e-4d2d-b07a-dcae2fb6c458,user_68,ad_157,camp_19,impression,2026-01-01,0.0
e2566899-cf23-44b0-9616-551eb8b2f37c,user_68,ad_30,camp_7,impression,2026-01-02,0.0
75a6812c-03c6-40ad-9df1-4f4ba8c27788,user_68,ad_125,camp_9,click,2026-01-02,0.0
25a04143-eafa-43c8-a6c2-baee35623326,user_68,ad_87,camp_11,impression,2026-01-03,0.0
7d9f6cf9-3013-43fd-88a5-38612c8d7183,user_68,ad_65,camp_16,impression,2026-01-04,0.0
f7875e5c-00f8-4cfa-a193-ac80cdec18bb,user_68,ad_162,camp_4,impression,2026-01-05,0.0
e4b3f9c2-3882-49bb-b39f-667943e26c5c,user_68,ad_77,camp_14,impression,2026-01-06,0.0
9d4b6441-4d8d-45bd-85a7-fff1a0792a37,user_68,ad_97,camp_16,impression,2026-01-07,0.0
e96d60de-f96a-4f5b-a619-b1ae0f7a50cc,user_68,ad_29,camp_10,click,2026-01-07,0.0
9566bcd6-dbe0-4d61-b7a4-3f1d0be83cdf,user_68,ad_103,camp_3,impression,2026-01-08,0.0
aa4aba48-c5cb-41bc-81d1-999da6812fc1,user_68,ad_30,camp_7,impression,2026-01-09,0.0
7533cc7b-c804-4e65-8b5c-0e93f39e548e,user_69,ad_79,camp_14,impression,2026-01-01,0.0
dc80ba48-f262-49e7-81af-292badd784b2,user_71,ad_148,camp_14,impression,2026-01-01,0.0
b6dbcdaf-cb39-4271-bf7f-cb6d2aea2639,user_74,ad_102,camp_12,impression,2026-01-01,0.0
626165ec-2bf7-4692-85f3-e50690cca903,user_74,ad_114,camp_3,impression,2026-01-02,0.0
d182f9ef-049a-4b85-afc7-21d52ab2e805,user_75,ad_93,camp_5,impression,2026-01-01,0.0
555ba910-3a2e-4298-848c-a748497ec738,user_76,ad_159,camp_6,impression,2026-01-01,0.0
3acf1a19-72b1-4d8e-b926-939c5b3b7e1f,user_76,ad_90,camp_3,click,2026-01-01,0.0
2fada9bf-f65d-4de4-9a9b-0997dc683819,user_77,ad_189,camp_13,impression,2026-01-01,0.0
77323f6a-aaeb-4ece-832a-65b0c26f00a5,user_77,ad_47,camp_7,impression,2026-01-02,0.0
25134ba5-597d-4ffe-8abc-4b039e3ae477,user_77,ad_57,camp_2,impression,2026-01-03,0.0
c8640e30-f1e4-48ff-93ae-268bdeeaf9f3,user_77,ad_72,camp_18,impression,2026-01-04,0.0
a0750c2f-1ecb-4d0e-baec-307762a9053d,user_77,ad_57,camp_10,impression,2026-01-05,0.0
f6e23780-5b69-4cb0-adfa-84b17527bfa3,user_80,ad_154,camp_14,impression,2026-01-01,0.0
3915d341-fa68-4a2e-bc07-9a75806a0b32,user_81,ad_14,camp_1,impression,2026-01-01,0.0
ea1c6786-6f55-42af-896b-83567672428b,user_82,ad_127,camp_14,impression,2026-01-01,0.0
5fa97c58-9614-48a1-9743-78933c1e7e07,user_82,ad_150,camp_20,impression,2026-01-02,0.0
eaa3e9fe-0765-4fc2-813b-196fe12fa219,user_83,ad_13,camp_8,impression,2026-01-01,0.0
0979a581-4316-4364-9d3d-83abf2f0aac4,user_83,ad_176,camp_7,click,2026-01-01,0.0
a66b8482-1a10-4b2c-be88-3a02348f35da,user_84,ad_105,camp_2,impression,2026-01-01,0.0
b3f77617-aef8-4325-9244-3fd817f0591f,user_84,ad_128,camp_18,impression,2026-01-02,0.0
3c7bf502-5168-4498-bed7-ef43e8ca5b78,user_84,ad_1,camp_2,impression,2026-01-03,0.0
2341d4cd-34b6-4485-8bbe-4bd3ebad94c0,user_84,ad_106,camp_18,impression,2026-01-04,0.0
63fc3119-6fb2-4520-aab3-d6533afacdfa,user_86,ad_168,camp_18,impression,2026-01-01,0.0
7c47d572-6277-4e71-bb18-eddcb837bd16,user_87,ad_189,camp_10,impression,2026-01-01,0.0
eedc7744-d674-4ce4-8023-f651eb70bed5,user_87,ad_20,camp_9,click,2026-01-01,0.0
0c35e8d3-7c3e-41b6-a549-2606ea59167b,user_87,ad_189,camp_9,impression,2026-01-02,0.0
5c1e41e0-a81c-4411-ab8f-4b18ed6f9bf2,user_87,ad_106,camp_16,click,2026-01-02,0.0
337bf1d4-4da0-49ad-8dc7-8b82560be4c8,user_90,ad_148,camp_20,impression,2026-01-01,0.0
5533a350-8cf2-4054-84fc-f6adaec98632,user_93,ad_55,camp_9,impression,2026-01-01,0.0
9f20f157-2b2b-40be-bc59-1ccbd6592ae2,user_94,ad_69,camp_20,impression,2026-01-01,0.0
7ff9029b-3ed3-46e0-b8b4-f7798bc8097b,user_96,ad_195,camp_8,impression,2026-01-01,0.0
6cbf18fe-d831-4d28-b418-fe1785169629,user_98,ad_146,camp_18,impression,2026-01-01,0.0
df30bc36-d07a-4ca0-b821-b0cb49cbcc1f,user_100,ad_22,camp_2,impression,2026-01-01,0.0
66ffd97a-7050-4589-9686-597deb265f2f,user_100,ad_123,camp_2,impression,2026-01-02,0.0
442c6b90-5d0f-413a-9a34-93007b2812be,user_100,ad_61,camp_10,impression,2026-01-03,0.0
96d7b03e-1c92-456e-a647-0814bf5779d8,user_100,ad_184,camp_18,click,2026-01-03,0.0
b68bac28-0480-4530-a083-a983d084e375,user_100,ad_98,camp_12,impression,2026-01-04,0.0
054dbe59-12c9-489d-834e-bbc490aba9ef,user_100,ad_175,camp_18,impression,2026-01-05,0.0
00ca18fa-5d49-4aad-87cd-43484c2f0980,user_100,ad_198,camp_1,impression,2026-01-06,0.0
5149d856-c528-46a2-8154-0821454532c1,user_100,ad_114,camp_7,conversion,2026-01-06,34.85
4f4d5e38-e56b-4356-a332-65c58f985959,user_100,ad_151,camp_15,impression,2026-01-07,0.0
b3485c45-070d-4db5-b414-73a845a70b17,user_100,ad_56,camp_2,impression,2026-01-08,0.0
58b8caf9-802e-4e4b-b800-a766072370b6,user_100,ad_199,camp_7,impression,2026-01-09,0.0
41bc1ee3-6102-4137-b174-6e9dcea8f111,user_100,ad_71,camp_5,impression,2026-01-10,0.0
0fec66f9-4ddd-4bc4-a714-cf46ba65e55d,user_101,ad_154,camp_1,impression,2026-01-01,0.0
304f8e5b-88b8-4418-b16b-43be65ab3cd2,user_101,ad_174,camp_9,impression,2026-01-02,0.0
87e11663-1a60-4d68-9f84-179280fcab3b,user_102,ad_171,camp_12,impression,2026-01-01,0.0
39bbd2b0-bef7-4353-a079-836560b8e77a,user_102,ad_149,camp_9,impression,2026-01-02,0.0
b1388f1e-7972-4394-9dd9-7be52d1f37b2,user_103,ad_38,camp_17,impression,2026-01-01,0.0
b23992b6-36fd-4b45-82e1-7981b68c4186,user_104,ad_92,camp_16,impression,2026-01-01,0.0
c6e3c4bc-c893-4b2e-9c35-5e475c9231ef,user_104,ad_94,camp_6,impression,2026-01-02,0.0
9fa1c7bd-c9a4-4bf6-b6c8-2ee52c28c53f,user_106,ad_52,camp_10,impression,2026-01-01,0.0
bf71659f-4a5e-4c1d-8d59-b27c114de3fe,user_107,ad_111,camp_7,impression,2026-01-01,0.0
7254e0c6-ff05-4987-81fa-60725a319afe,user_110,ad_182,camp_11,impression,2026-01-01,0.0
c36735cd-1165-418f-9afd-3b42a4c980db,user_110,ad_93,camp_13,impression,2026-01-02,0.0
240fc0bd-b63e-4088-9f01-656df0d2c230,user_112,ad_146,camp_7,impression,2026-01-01,0.0
a3c109f5-3a7f-4821-a839-f29167211314,user_114,ad_116,camp_14,impression,2026-01-01,0.0
5f601853-179d-431a-a5c5-0a38a7053606,user_114,ad_39,camp_1,impression,2026-01-02,0.0
e82b745f-7ee3-4da7-bc31-bfd1d24e6783,user_116,ad_120,camp_16,impression,2026-01-01,0.0
077ca2f1-0408-4a4d-83a1-8f97fa8e1a71,user_117,ad_9,camp_14,impression,2026-01-01,0.0
52d98e9e-1d37-49e9-89ea-f9e6446f2eac,user_117,ad_17,camp_13,impression,2026-01-02,0.0
a8b3a3a2-aabe-42e3-9564-7114f6299f91,user_117,ad_116,camp_9,conversion,2026-01-02,7.22
a7b9358a-3e76-4ab9-ae9b-295b8caa6434,user_119,ad_28,camp_9,impression,2026-01-01,0.0
faf4c15c-bead-4ab8-b2b1-86b7d3ac2fd9,user_119,ad_112,camp_1,impression,2026-01-02,0.0
453ccc18-4be5-4f58-a824-7dc18c5c0ff4,user_119,ad_36,camp_15,impression,2026-01-03,0.0
eea86521-b9c1-4549-a80c-0423688e54d8,user_119,ad_199,camp_17,impression,2026-01-04,0.0
0ee84528-480b-4143-9f2f-8fb946c69ce7,user_119,ad_11,camp_13,impression,2026-01-05,0.0
e2b10616-7594-4717-930f-ec4ec9d4828d,user_119,ad_145,camp_10,impression,2026-01-06,0.0
3549db01-fb19-4160-adcd-64b3b638a8ed,user_119,ad_12,camp_19,impression,2026-01-07,0.0
e9882140-c492-46dc-9955-c66175777b43,user_119,ad_4,camp_11,impression,2026-01-08,0.0
3e254343-0400-423c-a02e-c1acd8bef8d1,user_120,ad_25,camp_16,impression,2026-01-01,0.0
17b4ec72-5cd4-4739-a4a7-7eed07d27cd5,user_121,ad_76,camp_18,impression,2026-01-01,0.0
eefaf4fb-591f-4c8b-ac4f-d2d51160e085,user_121,ad_179,camp_15,impression,2026-01-02,0.0
dbf3621d-5774-4f00-b7a7-77526df031d3,user_121,ad_150,camp_4,impression,2026-01-03,0.0
ec466db1-7013-4e1f-8f06-c23b203cb980,user_124,ad_87,camp_6,impression,2026-01-01,0.0
ef64b4cd-f046-46e4-a74e-915e83492b36,user_124,ad_37,camp_14,impression,2026-01-02,0.0
d710c157-2e50-455d-95d1-87ab9c46a18a,user_124,ad_111,camp_8,click,2026-01-02,0.0
6bb2d2e7-5b40-4b94-9059-f2f035668ae3,user_124,ad_131,camp_9,impression,2026-01-03,0.0
9cb4c581-0b81-4a42-a5f1-560157a06bea,user_124,ad_42,camp_6,impression,2026-01-04,0.0
269d31ac-5300-43e2-87ca-fdb9fc6f89fe,user_125,ad_149,camp_10,impression,2026-01-01,0.0
8ca33e2b-cb94-4afa-979c-5538ee51950a,user_126,ad_3,camp_12,impression,2026-01-01,0.0
9efe830c-683b-48dc-bde0-a54f30f2c65d,user_127,ad_33,camp_10,impression,2026-01-01,0.0
1a52ca46-d2c2-42b8-a6fe-a9a66c8c7953,user_127,ad_145,camp_2,impression,2026-01-02,0.0
32e9d61d-c2ae-41d3-8974-b351cca42ada,user_127,ad_110,camp_4,impression,2026-01-03,0.0
91651881-c08e-440e-8a6f-25c7392a7af0,user_127,ad_133,camp_14,impression,2026-01-04,0.0
74233e2c-3078-4be6-a453-92c44826ef8e,user_127,ad_121,camp_6,impression,2026-01-05,0.0
8c4cf15a-6563-415a-b63b-95994f41010b,user_127,ad_196,camp_10,click,2026-01-05,0.0
088426fc-1a25-486c-bd73-7b699b019be7,user_129,ad_190,camp_4,impression,2026-01-01,0.0
16a5e911-c4ef-4dc8-a3cc-b4efcce4e00c,user_129,ad_171,camp_1,impression,2026-01-02,0.0
a385daf9-e974-4925-bfdd-ab5945f10736,user_132,ad_142,camp_12,impression,2026-01-01,0.0
37f6c649-49ce-48c4-969e-b10027aaefca,user_132,ad_132,camp_15,click,2026-01-01,0.0
cc010e45-9cd4-4d75-8ef3-03a96b3dc38c,user_133,ad_74,camp_20,impression,2026-01-01,0.0
e9a91057-98dc-4a9a-b0b9-ad4d522df15d,user_134,ad_102,camp_6,impression,2026-01-01,0.0
a2f50088-ce79-4e22-b667-03543f657796,user_134,ad_112,camp_12,impression,2026-01-02,0.0
c69431e1-1133-44d4-b601-0d0e15b1a348,user_134,ad_17,camp_4,impression,2026-01-03,0.0
0cae93f3-e92e-4966-9165-f0f165538183,user_134,ad_102,camp_12,impression,2026-01-04,0.0
6f7db0ea-2277-40ae-a563-a16ff3e06984,user_135,ad_175,camp_15,impression,2026-01-01,0.0
d073df98-d113-4136-a7f5-6da6a8d405c2,user_138,ad_65,camp_12,impression,2026-01-01,0.0
f62faa6f-098e-4d52-9cac-297a100781c2,user_140,ad_69,camp_5,impression,2026-01-01,0.0
e67168a9-252d-4a42-98cb-c1348890039b,user_140,ad_79,camp_9,impression,2026-01-02,0.0
0b769ebc-60b8-410c-a85d-f09063854702,user_140,ad_20,camp_7,click,2026-01-02,0.0
7878a95c-8b66-428e-af64-855d1362bb94,user_140,ad_38,camp_1,impression,2026-01-03,0.0
c0b32f23-890b-490f-9f48-0901b92ae9d9,user_141,ad_195,camp_9,impression,2026-01-01,0.0
2f780289-6e41-4b3c-ae6c-160b92df02b6,user_141,ad_104,camp_11,impression,2026-01-02,0.0
eb5d8d1e-aea3-483f-b77d-cdc7a7f5dc1a,user_142,ad_37,camp_15,impression,2026-01-01,0.0
5c8fc9f8-4c8d-4ccd-82ae-2b1182a4394a,user_142,ad_101,camp_8,impression,2026-01-02,0.0
126f1b22-65c2-412a-b24f-7db8301fd901,user_142,ad_83,camp_10,click,2026-01-02,0.0
60873fc1-2a65-4f64-a7e6-6f391ea529ba,user_142,ad_76,camp_8,impression,2026-01-03,0.0
1724b0d0-bc5c-4dda-b8c3-c3fcf4ec3064,user_143,ad_190,camp_7,impression,2026-01-01,0.0
2f2b1f27-c183-48d0-8ca1-3bfcb42c9f75,user_143,ad_23,camp_8,impression,2026-01-02,0.0
d9db04b2-d756-4b8a-9d81-8ee84de20e5f,user_146,ad_153,camp_8,impression,2026-01-01,0.0
b47830b1-9261-4734-a09e-4ef266f442da,user_146,ad_114,camp_13,impression,2026-01-02,0.0
c0893ed5-3765-4f94-abb0-1dcac3d13831,user_148,ad_186,camp_11,impression,2026-01-01,0.0
ea20c8d1-5058-4e62-825d-f3ec76734c87,user_148,ad_161,camp_16,impression,2026-01-02,0.0
25f431cd-8172-4f57-8b77-eb0c501bcccd,user_149,ad_72,camp_12,impression,2026-01-01,0.0
dab131d2-81e6-432e-90ee-c91093a7c0ac,user_151,ad_167,camp_3,impression,2026-01-01,0.0
81ccb027-ebe1-4e35-9630-737a5f43c5fa,user_151,ad_177,camp_14,click,2026-01-01,0.0
a7eccc72-5f14-4c29-a9a1-bbfd4d2d3989,user_151,ad_196,camp_17,impression,2026-01-02,0.0
