user_id,signup_date,first_seen_date,last_seen_date,user_segment,age_bucket,primary_device_type,primary_os,country,region,city,is_kids_profile,updated_at
user_17,2025-09-15,2025-09-15,2026-02-14,premium,18-24,tv,tvOS,UK,ENG,London,False,2026-02-14
user_18,2025-11-11,2025-11-11,2026-03-27,premium,35-44,desktop,Linux,CA,ON,Toronto,False,2026-03-27
user_19,2025-09-25,2025-09-25,2026-02-10,ad_supported,18-24,mobile,Android,CA,BC,Vancouver,False,2026-02-10
user_20,2025-10-10,2025-10-10,2025-10-22,ad_supported,25-34,desktop,macOS,UK,ENG,London,False,2025-10-22
user_21,2025-08-14,2025-08-14,2025-11-14,ad_supported,45-54,tv,tvOS,US,WA,Seattle,False,2025-11-14
user_22,2025-09-04,2025-09-04,2026-01-22,ad_supported,45-54,desktop,Linux,US,CA,San Francisco,False,2026-01-22
user_23,2025-10-14,2025-10-14,2025-11-07,premium,35-44,tv,Roku,US,CA,San Francisco,False,2025-11-07
user_24,2025-01-09,2025-01-09,2025-04-04,premium,25-34,mobile,iOS,UK,SCT,Edinburgh,False,2025-04-04
user_25,2025-03-10,2025-03-10,2025-03-13,ad_supported,25-34,tablet,iOS,US,WA,Seattle,False,2025-03-13
user_26,2025-05-28,2025-05-28,2025-06-06,premium,45-54,tablet,iOS,CA,ON,Toronto,False,2025-06-06
user_27,2025-01-10,2025-01-10,2025-03-29,ad_supported,13-17,mobile,Android,UK,SCT,Edinburgh,False,2025-03-29
user_28,2025-11-24,2025-11-24,2026-02-15,ad_supported,18-24,tv,Android TV,US,NY,New York,False,2026-02-15
user_29,2025-12-15,2025-12-15,2026-02-05,ad_supported,25-34,desktop,macOS,CA,BC,Vancouver,False,2026-02-05
user_30,2025-11-22,2025-11-22,2026-03-13,ad_supported,35-44,mobile,iOS,US,NY,New York,False,2026-03-13
user_31,2025-08-19,2025-08-19,2025-10-17,ad_supported,25-34,tv,Roku,US,CA,San Francisco,False,2025-10-17
user_32,2025-02-21,2025-02-21,2025-06-10,ad_supported,13-17,tablet,iOS,US,WA,Seattle,False,2025-06-10
user_33,2025-07-01,2025-07-01,2025-12-22,kids,18-24,mobile,Android,UK,SCT,Edinburgh,True,2025-12-22
user_34,2025-01-16,2025-01-16,2025-03-30,ad_supported,18-24,desktop,Windows,UK,ENG,London,False,2025-03-30
user_35,2025-11-13,2025-11-13,2026-03-16,ad_supported,25-34,desktop,Linux,US,CA,Los Angeles,False,2026-03-16
user_36,2025-08-02,2025-08-02,2025-11-15,premium,35-44,tablet,iOS,US,WA,Seattle,False,2025-11-15
user_37,2025-10-09,2025-10-09,2025-10-20,kids,18-24,tablet,Android,US,WA,Seattle,True,2025-10-20
user_38,2025-05-27,2025-05-27,2025-08-08,ad_supported,45-54,tablet,Android,UK,SCT,Edinburgh,False,2025-08-08
user_39,2025-06-21,2025-06-21,2025-11-10,ad_supported,45-54,tv,tvOS,UK,SCT,Edinburgh,False,2025-11-10
user_40,2025-04-23,2025-04-23,2025-05-24,premium,18-24,desktop,Linux,CA,BC,Vancouver,False,2025-05-24
user_41,2025-01-21,2025-01-21,2025-01-25,ad_supported,18-24,tv,Android TV,UK,SCT,Edinburgh,False,2025-01-25
user_42,2025-08-21,2025-08-21,2025-10-31,ad_supported,13-17,tv,Android TV,CA,BC,Vancouver,False,2025-10-31
user_43,2025-03-14,2025-03-14,2025-09-08,ad_supported,35-44,mobile,iOS,US,CA,San Francisco,False,2025-09-08
user_44,2025-11-13,2025-11-13,2026-02-05,ad_supported,25-34,mobile,Android,US,WA,Seattle,False,2026-02-05
user_45,2025-09-24,2025-09-24,2025-12-29,ad_supported,45-54,mobile,iOS,UK,SCT,Edinburgh,False,2025-12-29
user_46,2025-05-28,2025-05-28,2025-07-18,ad_supported,25-34,tablet,iOS,CA,ON,Toronto,False,2025-07-18
user_47,2025-08-17,2025-08-17,2025-10-26,ad_supported,55+,mobile,Android,UK,ENG,London,False,2025-10-26
user_48,2025-09-16,2025-09-16,2026-01-08,kids,45-54,tablet,iOS,UK,ENG,London,True,2026-01-08
user_49,2025-06-01,2025-06-01,2025-07-22,ad_supported,18-24,desktop,macOS,UK,SCT,Edinburgh,False,2025-07-22
user_50,2025-11-05,2025-11-05,2026-03-03,ad_supported,45-54,mobile,Android,CA,BC,Vancouver,False,2026-03-03
user_51,2025-01-10,2025-01-10,2025-05-20,premium,45-54,tv,tvOS,US,WA,Seattle,False,2025-05-20
user_52,2025-01-16,2025-01-16,2025-03-16,premium,35-44,tablet,iOS,CA,ON,Toronto,False,2025-03-16
user_53,2025-08-30,2025-08-30,2025-12-25,premium,35-44,desktop,Linux,UK,ENG,London,False,2025-12-25
user_54,2025-10-20,2025-10-20,2026-02-23,ad_supported,18-24,tv,Roku,US,CA,San Francisco,False,2026-02-23
user_55,2025-05-02,2025-05-02,2025-08-04,kids,45-54,tv,tvOS,UK,SCT,Edinburgh,True,2025-08-04
user_56,2025-03-03,2025-03-03,2025-08-17,premium,25-34,mobile,iOS,US,CA,Los Angeles,False,2025-08-17
user_57,2025-02-12,2025-02-12,2025-04-23,ad_supported,13-17,mobile,Android,CA,ON,Toronto,False,2025-04-23
user_58,2025-05-24,2025-05-24,2025-09-13,ad_supported,25-34,mobile,Android,CA,ON,Toronto,False,2025-09-13
user_59,2025-09-04,2025-09-04,2025-09-27,ad_supported,45-54,tablet,iOS,CA,ON,Toronto,False,2025-09-27
user_60,2025-02-28,2025-02-28,2025-04-22,ad_supported,45-54,tablet,Android,CA,BC,Vancouver,False,2025-04-22
user_61,2025-07-17,2025-07-17,2025-10-26,ad_supported,55+,desktop,Linux,US,NY,New York,False,2025-10-26
user_62,2025-08-02,2025-08-02,2025-10-16,ad_supported,25-34,tv,tvOS,UK,ENG,London,False,2025-10-16
user_63,2025-10-30,2025-10-30,2026-02-10,ad_supported,35-44,mobile,iOS,US,WA,Seattle,False,2026-02-10
user_64,2025-07-31,2025-07-31,2026-01-26,ad_supported,45-54,tablet,Android,US,CA,San Francisco,False,2026-01-26
user_65,2025-01-29,2025-01-29,2025-04-21,ad_supported,55+,tablet,iOS,CA,BC,Vancouver,False,2025-04-21
user_66,2025-02-16,2025-02-16,2025-04-16,premium,45-54,desktop,Linux,CA,BC,Vancouver,False,2025-04-16
user_67,2025-11-13,2025-11-13,2025-12-26,ad_supported,25-34,tv,tvOS,US,CA,Los Angeles,False,2025-12-26
user_68,2025-03-19,2025-03-19,2025-05-15,ad_supported,55+,tablet,Android,CA,ON,Toronto,False,2025-05-15
user_69,2025-05-31,2025-05-31,2025-11-08,ad_supported,13-17,tablet,iOS,UK,ENG,London,False,2025-11-08
user_70,2025-09-18,2025-09-18,2026-02-18,ad_supported,45-54,mobile,iOS,CA,BC,Vancouver,False,2026-02-18
user_71,2025-04-18,2025-04-18,2025-06-09,ad_supported,35-44,tv,tvOS,US,NY,New York,False,2025-06-09
user_72,2025-01-26,2025-01-26,2025-03-31,ad_supported,35-44,tablet,Android,US,CA,San Francisco,False,2025-03-31
user_73,2025-04-27,2025-04-27,2025-06-07,ad_supported,25-34,tv,Roku,US,CA,San Francisco,False,2025-06-07
user_74,2025-10-14,2025-10-14,2025-12-08,ad_supported,25-34,desktop,macOS,CA,ON,Toronto,False,2025-12-08
user_75,2026-01-01,2026-01-01,2026-04-19,kids,45-54,tablet,iOS,US,NY,New York,True,2026-04-19
user_76,2025-01-27,2025-01-27,2025-06-11,ad_supported,25-34,tablet,iOS,UK,ENG,London,False,2025-06-11
user_77,2025-06-24,2025-06-24,2025-09-13,premium,25-34,desktop,Windows,CA,BC,Vancouver,False,2025-09-13
user_78,2025-11-09,2025-11-09,2026-01-17,premium,45-54,desktop,Windows,UK,ENG,London,False,2026-01-17
user_79,2025-08-01,2025-08-01,2025-10-17,ad_supported,18-24,desktop,Linux,CA,ON,Toronto,False,2025-10-17
user_80,2025-01-21,2025-01-21,2025-03-23,ad_supported,25-34,mobile,iOS,UK,ENG,London,False,2025-03-23
user_81,2025-01-04,2025-01-04,2025-02-13,premium,18-24,tv,Android TV,CA,ON,Toronto,False,2025-02-13
user_82,2025-08-20,2025-08-20,2025-11-17,premium,13-17,mobile,Android,US,WA,Seattle,False,2025-11-17
user_83,2025-06-02,2025-06-02,2025-11-28,ad_supported,13-17,desktop,macOS,US,NY,New York,False,2025-11-28
user_84,2025-03-09,2025-03-09,2025-04-29,ad_supported,25-34,mobile,iOS,CA,ON,Toronto,False,2025-04-29
user_85,2025-02-01,2025-02-01,2025-07-25,ad_supported,35-44,desktop,Linux,CA,BC,Vancouver,False,2025-07-25
user_86,2025-12-21,2025-12-21,2026-04-25,premium,55+,desktop,Linux,CA,BC,Vancouver,False,2026-04-25
user_87,2025-08-10,2025-08-10,2025-11-10,ad_supported,55+,tv,Android TV,UK,ENG,London,False,2025-11-10
user_88,2025-06-02,2025-06-02,2025-06-10,premium,25-34,tablet,Android,CA,ON,Toronto,False,2025-06-10
user_89,2025-10-11,2025-10-11,2026-01-30,kids,25-34,desktop,Windows,US,WA,Seattle,True,2026-01-30
user_90,2025-12-29,2025-12-29,2026-03-23,ad_supported,13-17,tablet,Android,CA,ON,Toronto,False,2026-03-23
user_91,2025-06-17,2025-06-17,2025-10-18,ad_supported,55+,tablet,iOS,US,CA,San Francisco,False,2025-10-18
user_92,2025-12-19,2025-12-19,2026-02-04,ad_supported,35-44,tv,tvOS,US,CA,San Francisco,False,2026-02-04
user_93,2025-06-30,2025-06-30,2025-07-09,ad_supported,25-34,tv,Android TV,CA,ON,Toronto,False,2025-07-09
user_94,2025-01-18,2025-01-18,2025-07-07,ad_supported,25-34,tablet,iOS,UK,SCT,Edinburgh,False,2025-07-07
user_95,2025-01-10,2025-01-10,2025-01-13,ad_supported,25-34,desktop,macOS,US,WA,Seattle,False,2025-01-13
user_96,2025-05-20,2025-05-20,2025-09-17,ad_supported,13-17,tablet,iOS,CA,BC,Vancouver,False,2025-09-17
user_97,2025-02-11,2025-02-11,2025-07-17,ad_supported,45-54,tablet,Android,US,WA,Seattle,False,2025-07-17
user_98,2025-01-24,2025-01-24,2025-06-19,ad_supported,45-54,mobile,Android,UK,SCT,Edinburgh,False,2025-06-19
user_99,2025-04-26,2025-04-26,2025-08-16,ad_supported,35-44,desktop,Windows,UK,SCT,Edinburgh,False,2025-08-16
user_100,2025-10-09,2025-10-09,2026-04-06,kids,25-34,tv,Roku,UK,ENG,London,True,2026-04-06
user_101,2025-05-09,2025-05-09,2025-08-11,ad_supported,45-54,tablet,iOS,CA,BC,Vancouver,False,2025-08-11
user_102,2025-08-05,2025-08-05,2025-09-11,premium,25-34,tv,Android TV,US,WA,Seattle,False,2025-09-11
user_103,2025-08-01,2025-08-01,2025-10-26,ad_supported,18-24,mobile,iOS,CA,BC,Vancouver,False,2025-10-26
user_104,2025-05-29,2025-05-29,2025-09-24,kids,35-44,mobile,Android,US,WA,Seattle,True,2025-09-24
user_105,2025-07-29,2025-07-29,2025-08-31,ad_supported,18-24,tablet,iOS,US,WA,Seattle,False,2025-08-31
user_106,2025-02-20,2025-02-20,2025-05-11,kids,13-17,tv,tvOS,US,CA,San Francisco,True,2025-05-11
user_107,2025-08-29,2025-08-29,2025-10-14,ad_supported,35-44,tablet,Android,UK,SCT,Edinburgh,False,2025-10-14
user_108,2025-07-22,2025-07-22,2025-09-26,ad_supported,35-44,mobile,Android,CA,ON,Toronto,False,2025-09-26
user_109,2025-09-17,2025-09-17,2025-11-05,kids,25-34,tablet,Android,UK,ENG,London,True,2025-11-05
user_110,2025-11-01,2025-11-01,2026-03-16,premium,45-54,tv,tvOS,US,CA,Los Angeles,False,2026-03-16
user_111,2025-06-26,2025-06-26,2025-11-16,premium,13-17,desktop,Linux,CA,BC,Vancouver,False,2025-11-16
user_112,2025-03-02,2025-03-02,2025-06-07,ad_supported,35-44,tv,Android TV,CA,ON,Toronto,False,2025-06-07
user_113,2025-03-20,2025-03-20,2025-04-17,premium,25-34,tablet,Android,CA,BC,Vancouver,False,2025-04-17
user_114,2025-07-14,2025-07-14,2026-01-07,ad_supported,25-34,tablet,Android,CA,ON,Toronto,False,2026-01-07
user_115,2025-04-14,2025-04-14,2025-09-14,ad_supported,13-17,desktop,Linux,UK,SCT,Edinburgh,False,2025-09-14
user_116,2025-07-26,2025-07-26,2025-10-20,ad_supported,45-54,desktop,Windows,CA,BC,Vancouver,False,2025-10-20
user_117,2025-05-05,2025-05-05,2025-05-15,premium,45-54,tablet,Android,US,NY,New York,False,2025-05-15
user_118,2025-02-05,2025-02-05,2025-04-30,premium,35-44,desktop,macOS,US,CA,San Francisco,False,2025-04-30
user_119,2025-10-30,2025-10-30,2025-11-05,kids,18-24,mobile,iOS,UK,SCT,Edinburgh,True,2025-11-05
user_120,2025-10-03,2025-10-03,2025-11-30,premium,25-34,mobile,Android,UK,SCT,Edinburgh,False,2025-11-30
user_121,2025-12-23,2025-12-23,2026-01-05,premium,25-34,tablet,Android,US,NY,New York,False,2026-01-05
user_122,2025-05-31,2025-05-31,2025-09-19,premium,13-17,tv,Roku,UK,SCT,Edinburgh,False,2025-09-19
user_123,2025-02-05,2025-02-05,2025-07-24,premium,55+,desktop,Windows,CA,ON,Toronto,False,2025-07-24
user_124,2025-10-28,2025-10-28,2025-11-13,ad_supported,45-54,tablet,Android,US,NY,New York,False,2025-11-13
user_125,2025-06-01,2025-06-01,2025-08-31,ad_supported,35-44,tablet,iOS,CA,ON,Toronto,False,2025-08-31
user_126,2025-08-09,2025-08-09,2026-01-28,ad_supported,55+,mobile,iOS,CA,ON,Toronto,False,2026-01-28
user_127,2025-07-31,2025-07-31,2025-10-28,premium,35-44,mobile,iOS,UK,ENG,London,False,2025-10-28
user_128,2025-08-23,2025-08-23,2025-11-22,premium,25-34,mobile,Android,UK,ENG,London,False,2025-11-22
user_129,2025-01-13,2025-01-13,2025-06-19,premium,25-34,tablet,iOS,US,CA,Los Angeles,False,2025-06-19
user_130,2025-11-28,2025-11-28,2026-01-04,ad_supported,25-34,desktop,macOS,US,WA,Seattle,False,2026-01-04
user_131,2025-12-20,2025-12-20,2026-01-18,premium,45-54,mobile,Android,US,NY,New York,False,2026-01-18
user_132,2025-12-25,2025-12-25,2026-01-28,premium,25-34,desktop,Linux,UK,SCT,Edinburgh,False,2026-01-28
user_133,2025-07-28,2025-07-28,2025-10-17,premium,25-34,tv,tvOS,UK,ENG,London,False,2025-10-17
user_134,2025-11-27,2025-11-27,2026-01-25,premium,18-24,mobile,Android,US,WA,Seattle,False,2026-01-25
user_135,2025-03-07,2025-03-07,2025-03-28,premium,35-44,mobile,iOS,CA,BC,Vancouver,False,2025-03-28
user_136,2025-01-27,2025-01-27,2025-03-21,ad_supported,13-17,tablet,Android,UK,SCT,Edinburgh,False,2025-03-21
user_137,2025-01-16,2025-01-16,2025-05-07,kids,18-24,desktop,Linux,UK,SCT,Edinburgh,True,2025-05-07
user_138,2025-09-19,2025-09-19,2025-11-03,ad_supported,45-54,tablet,iOS,CA,BC,Vancouver,False,2025-11-03
user_139,2025-12-19,2025-12-19,2026-06-11,ad_supported,25-34,mobile,iOS,US,CA,Los Angeles,False,2026-06-11
user_140,2025-12-14,2025-12-14,2026-02-26,ad_supported,55+,tv,Android TV,CA,BC,Vancouver,False,2026-02-26
user_141,2025-11-30,2025-11-30,2025-12-01,ad_supported,18-24,desktop,Windows,CA,ON,Toronto,False,2025-12-01
user_142,2025-10-25,2025-10-25,2026-03-11,ad_supported,35-44,mobile,Android,CA,ON,Toronto,False,2026-03-11
user_143,2025-05-14,2025-05-14,2025-09-05,ad_supported,25-34,mobile,Android,US,CA,Los Angeles,False,2025-09-05
user_144,2025-02-22,2025-02-22,2025-06-03,ad_supported,35-44,desktop,macOS,US,WA,Seattle,False,2025-06-03
user_145,2025-08-03,2025-08-03,2025-11-05,ad_supported,25-34,desktop,macOS,UK,ENG,London,False,2025-11-05
user_146,2025-06-14,2025-06-14,2025-07-26,ad_supported,35-44,desktop,Windows,UK,ENG,London,False,2025-07-26
user_147,2025-03-20,2025-03-20,2025-08-24,premium,13-17,mobile,iOS,US,WA,Seattle,False,2025-08-24
user_148,2025-03-12,2025-03-12,2025-06-06,ad_supported,18-24,mobile,iOS,US,CA,San Francisco,False,2025-06-06
user_149,2025-09-19,2025-09-19,2025-12-19,ad_supported,55+,desktop,Windows,UK,SCT,Edinburgh,False,2025-12-19
user_150,2025-03-10,2025-03-10,2025-04-20,ad_supported,35-44,mobile,Android,UK,ENG,London,False,2025-04-20
user_151,2025-01-15,2025-01-15,2025-04-19,ad_supported,25-34,tv,Roku,US,CA,Los Angeles,False,2025-04-19
user_152,2025-03-15,2025-03-15,2025-05-28,ad_supported,35-44,tablet,Android,US,NY,New York,False,2025-05-28
user_153,2025-09-16,2025-09-16,2026-02-22,premium,25-34,desktop,Windows,UK,ENG,London,False,2026-02-22
user_154,2025-07-30,2025-07-30,2025-12-26,ad_supported,18-24,tablet,iOS,US,WA,Seattle,False,2025-12-26
user_155,2025-10-28,2025-10-28,2025-12-12,ad_supported,35-44,tablet,iOS,US,NY,New York,False,2025-12-12
user_156,2025-01-24,2025-01-24,2025-07-20,ad_supported,45-54,mobile,iOS,CA,ON,Toronto,False,2025-07-20
user_157,2025-07-11,2025-07-11,2025-10-29,ad_supported,13-17,tablet,iOS,US,NY,New York,False,2025-10-29
user_158,2025-02-18,2025-02-18,2025-08-04,ad_supported,35-44,mobile,Android,UK,SCT,Edinburgh,False,2025-08-04
user_159,2025-08-05,2025-08-05,2025-12-24,premium,25-34,desktop,macOS,UK,ENG,London,False,2025-12-24
user_160,2025-08-12,2025-08-12,2025-10-22,ad_supported,13-17,tv,Roku,UK,ENG,London,False,2025-10-22
user_161,2025-06-07,2025-06-07,2025-11-23,ad_supported,25-34,desktop,macOS,CA,ON,Toronto,False,2025-11-23
user_162,2025-04-01,2025-04-01,2025-05-19,premium,35-44,tablet,Android,UK,SCT,Edinburgh,False,2025-05-19
user_163,2025-03-20,2025-03-20,2025-04-30,premium,13-17,tv,Android TV,UK,SCT,Edinburgh,False,2025-04-30
user_164,2025-03-17,2025-03-17,2025-08-30,premium,35-44,desktop,Linux,UK,SCT,Edinburgh,False,2025-08-30
user_165,2025-11-15,2025-11-15,2025-12-01,ad_supported,25-34,tablet,iOS,UK,ENG,London,False,2025-12-01
user_166,2025-04-11,2025-04-11,2025-09-22,ad_supported,18-24,desktop,Linux,CA,BC,Vancouver,False,2025-09-22
user_167,2025-12-19,2025-12-19,2026-01-26,premium,13-17,tablet,iOS,UK,SCT,Edinburgh,False,2026-01-26
user_168,2025-01-11,2025-01-11,2025-01-21,premium,18-24,mobile,iOS,US,CA,Los Angeles,False,2025-01-21
user_169,2025-03-21,2025-03-21,2025-07-04,kids,55+,desktop,Linux,UK,SCT,Edinburgh,True,2025-07-04
user_170,2025-10-19,2025-10-19,2025-11-04,kids,18-24,tv,Android TV,CA,ON,Toronto,True,2025-11-04
user_171,2025-02-25,2025-02-25,2025-05-14,ad_supported,25-34,desktop,Linux,UK,ENG,London,False,2025-05-14
user_172,2025-04-07,2025-04-07,2025-05-29,ad_supported,13-17,tv,Roku,UK,SCT,Edinburgh,False,2025-05-29
user_173,2025-03-10,2025-03-10,2025-03-29,ad_supported,13-17,mobile,Android,UK,SCT,Edinburgh,False,2025-03-29
user_174,2025-06-18,2025-06-18,2025-08-31,ad_supported,35-44,desktop,Linux,CA,BC,Vancouver,False,2025-08-31
user_175,2025-06-07,2025-06-07,2025-11-29,ad_supported,25-34,desktop,Linux,CA,BC,Vancouver,False,2025-11-29
user_176,2025-12-15,2025-12-15,2026-05-19,ad_supported,13-17,mobile,Android,CA,BC,Vancouver,False,2026-05-19
user_177,2025-01-25,2025-01-25,2025-03-05,ad_supported,35-44,tv,Roku,UK,SCT,Edinburgh,False,2025-03-05
user_178,2025-07-31,2025-07-31,2025-08-12,premium,25-34,tv,Android TV,UK,SCT,Edinburgh,False,2025-08-12
user_179,2025-02-12,2025-02-12,2025-05-19,ad_supported,35-44,tablet,iOS,CA,BC,Vancouver,False,2025-05-19
user_180,2025-11-29,2025-11-29,2026-03-05,ad_supported,25-34,tablet,iOS,US,WA,Seattle,False,2026-03-05
user_181,2025-11-28,2025-11-28,2025-12-17,ad_supported,35-44,tablet,Android,UK,ENG,London,False,2025-12-17
user_182,2025-04-26,2025-04-26,2025-07-17,ad_supported,25-34,tv,Roku,US,NY,New York,False,2025-07-17
user_183,2025-05-21,2025-05-21,2025-06-29,ad_supported,18-24,desktop,Linux,US,NY,New York,False,2025-06-29
user_184,2025-06-06,2025-06-06,2025-07-26,ad_supported,18-24,tv,Roku,US,NY,New York,False,2025-07-26
user_185,2025-06-26,2025-06-26,2025-10-19,premium,35-44,tv,tvOS,UK,ENG,London,False,2025-10-19
user_186,2025-07-27,2025-07-27,2025-09-12,premium,18-24,desktop,macOS,UK,ENG,London,False,2025-09-12
user_187,2025-04-28,2025-04-28,2025-09-06,ad_supported,35-44,desktop,macOS,US,WA,Seattle,False,2025-09-06
user_188,2025-07-18,2025-07-18,2025-12-06,ad_supported,25-34,desktop,Windows,US,WA,Seattle,False,2025-12-06
user_189,2025-06-08,2025-06-08,2025-09-27,premium,25-34,tablet,iOS,UK,SCT,Edinburgh,False,2025-09-27
user_190,2025-08-30,2025-08-30,2025-10-01,ad_supported,55+,desktop,macOS,US,NY,New York,False,2025-10-01
user_191,2025-11-29,2025-11-29,2026-03-18,ad_supported,18-24,tablet,iOS,CA,BC,Vancouver,False,2026-03-18
user_192,2025-01-04,2025-01-04,2025-02-13,premium,25-34,mobile,iOS,UK,ENG,London,False,2025-02-13
user_193,2025-05-27,2025-05-27,2025-09-23,ad_supported,35-44,tablet,iOS,UK,ENG,London,False,2025-09-23
user_194,2025-10-02,2025-10-02,2025-12-17,premium,25-34,tv,tvOS,CA,ON,Toronto,False,2025-12-17
user_195,2025-10-04,2025-10-04,2026-01-27,ad_supported,25-34,tv,tvOS,US,NY,New York,False,2026-01-27
user_196,2025-02-20,2025-02-20,2025-05-02,ad_supported,18-24,tablet,iOS,UK,SCT,Edinburgh,False,2025-05-02
user_197,2025-08-19,2025-08-19,2025-10-19,kids,35-44,mobile,iOS,CA,BC,Vancouver,True,2025-10-19
user_198,2025-03-10,2025-03-10,2025-08-28,premium,18-24,mobile,Android,CA,ON,Toronto,False,2025-08-28
user_199,2025-06-07,2025-06-07,2025-11-04,ad_supported,25-34,mobile,iOS,UK,ENG,London,False,2025-11-04
user_200,2025-04-07,2025-04-07,2025-06-17,premium,25-34,mobile,Android,UK,SCT,Edinburgh,False,2025-06-17
user_201,2025-08-05,2025-08-05,2025-09-27,ad_supported,13-17,desktop,Windows,UK,ENG,London,False,2025-09-27
user_202,2025-01-31,2025-01-31,2025-05-25,premium,18-24,desktop,Linux,CA,BC,Vancouver,False,2025-05-25
user_203,2025-04-01,2025-04-01,2025-06-03,ad_supported,45-54,desktop,macOS,US,WA,Seattle,False,2025-06-03
user_204,2025-06-01,2025-06-01,2025-11-20,premium,18-24,tablet,iOS,CA,BC,Vancouver,False,2025-11-20
user_205,2025-04-29,2025-04-29,2025-09-12,premium,45-54,tv,tvOS,CA,BC,Vancouver,False,2025-09-12
user_206,2025-11-09,2025-11-09,2026-01-04,premium,18-24,tablet,iOS,US,NY,New York,False,2026-01-04
user_207,2025-06-10,2025-06-10,2025-11-21,ad_supported,45-54,tablet,Android,CA,BC,Vancouver,False,2025-11-21
user_208,2025-03-20,2025-03-20,2025-08-12,premium,35-44,desktop,Linux,US,NY,New York,False,2025-08-12
user_209,2025-11-17,2025-11-17,2025-12-01,ad_supported,25-34,tablet,iOS,CA,ON,Toronto,False,2025-12-01
user_210,2025-05-25,2025-05-25,2025-08-21,kids,25-34,mobile,Android,US,WA,Seattle,True,2025-08-21
user_211,2025-09-01,2025-09-01,2026-02-22,premium,35-44,desktop,macOS,CA,ON,Toronto,False,2026-02-22
user_212,2025-02-21,2025-02-21,2025-04-27,ad_supported,45-54,mobile,Android,UK,SCT,Edinburgh,False,2025-04-27
user_213,2025-08-12,2025-08-12,2025-11-29,ad_supported,18-24,tv,Roku,CA,BC,Vancouver,False,2025-11-29
user_214,2025-07-27,2025-07-27,2025-09-28,premium,35-44,mobile,iOS,CA,BC,Vancouver,False,2025-09-28
user_215,2025-09-03,2025-09-03,2026-02-20,kids,45-54,mobile,iOS,US,WA,Seattle,True,2026-02-20
user_216,2025-03-25,2025-03-25,2025-07-27,ad_supported,35-44,mobile,Android,US,NY,New York,False,2025-07-27
user_217,2025-04-19,2025-04-19,2025-05-16,ad_supported,18-24,desktop,Linux,CA,ON,Toronto,False,2025-05-16
user_218,2025-10-24,2025-10-24,2026-01-29,ad_supported,25-34,tv,Roku,CA,BC,Vancouver,False,2026-01-29
user_219,2025-03-09,2025-03-09,2025-05-17,premium,18-24,mobile,Android,UK,ENG,London,False,2025-05-17
user_220,2025-12-09,2025-12-09,2026-02-06,ad_supported,13-17,mobile,Android,CA,BC,Vancouver,False,2026-02-06
user_221,2025-04-29,2025-04-29,2025-05-31,kids,55+,mobile,Android,UK,ENG,London,True,2025-05-31
user_222,2025-03-04,2025-03-04,2025-08-14,ad_supported,13-17,tablet,Android,US,NY,New York,False,2025-08-14
user_223,2025-03-17,2025-03-17,2025-08-03,premium,18-24,tv,Android TV,UK,SCT,Edinburgh,False,2025-08-03
user_224,2025-10-18,2025-10-18,2025-10-27,ad_supported,18-24,tv,Roku,US,NY,New York,False,2025-10-27
